Time_Index,IOU,Cover_Rate,Delta_Yaw
1686063175.865533,84.80531813865147,100.0,2.1594292720840484
1686063001.3723805,84.57916421424368,100.0,1.0383440967639137
1686063279.4616115,79.22021346111958,100.0,4.002885886786101
1686063152.8531044,73.3744827102476,84.17266187050359,53.10681083121022
1686063127.229955,63.82704476212796,88.27586206896552,13.72471533979273
1686063357.8912082,81.75384839862843,100.0,1.0657532525909867
1686063334.6804795,68.11238921365265,84.0,17.123521429198444
1686063277.8299334,78.3638928067701,97.10144927536231,0.46743500340149524
1686063083.2775483,72.68571428571428,92.71523178807946,7.317659950793778
1686062982.62967,79.29537366548043,98.54014598540147,2.0454084888872304
1686062841.19967,80.04256828662646,99.26470588235294,0.02217042821623554
1686063280.015208,79.15163757033618,97.79411764705883,0.09535839789283322
1686063084.9619148,77.96308954203691,92.85714285714286,29.54312789209258
1686063297.1308577,67.80594035448551,84.13793103448276,13.463738457259211
1686063128.3470242,87.73779983457402,100.0,0.7920989232272813
1686063294.9132862,66.28468780971258,100.0,4.554672481552387
1686063118.6151314,44.86036519871106,76.97841726618705,6.917884985052676
1686063260.1996257,57.11151335637101,73.64864864864865,20.688395363406997
1686063120.801274,84.48837553679846,100.0,2.37840876253401
1686062841.9888327,80.12490015249438,100.0,1.095159829516765
1686063339.9571586,66.96110828673106,79.72972972972973,12.208609858214757
1686063120.1394613,40.661008375021076,65.94202898550725,10.995887030201592
1686063196.4421728,86.70008846947803,100.0,5.476312612682449
1686063119.9474614,81.67838312829525,100.0,3.698652680226616
1686063117.300973,69.42235373898033,87.76978417266187,0.39265339210909417
1686062836.3023238,52.175962293794186,72.66187050359713,11.706349406262657
1686062889.1255527,63.075853276931106,78.1456953642384,17.933205448030087
1686062953.3049362,80.00873298886543,100.0,0.6849614623056777
1686062982.519671,77.99431009957326,97.8102189781022,1.0670177996321029
1686063335.0591462,81.47138964577657,100.0,1.7382078841862914
1686063179.853459,82.21734357848518,100.0,7.3167906056006204
1686063341.0501587,67.63433444103079,87.41721854304636,8.731378879816354
1686063117.300973,69.42235373898033,87.76978417266187,0.39265339210909417
1686062998.7526162,59.428669567208615,81.29496402877699,8.163494279156675
1686062938.5853565,50.021431633090444,75.39682539682539,16.69612460230843
1686063295.6102853,70.54470100651274,96.40287769784173,2.7895312004502935
1686062847.6992185,82.05090153595013,100.0,1.9639183155415465
1686063000.757382,78.35065931765855,97.12230215827337,3.666653859962202
1686062808.2389317,82.31668884375657,100.0,4.105700348058041
1686063135.869213,63.271405966125535,75.86206896551724,33.26311669369001
1686062839.524552,79.47852320068955,100.0,4.12766394469281
1686063112.6303296,77.72481502561183,100.0,6.21922968879115
1686063068.9728482,43.64411238556246,75.36231884057972,14.614466124338703
1686063334.0974798,71.45410442997574,87.75510204081633,16.065624146826952
1686062838.0065515,66.43535883970992,83.33333333333334,11.929431822061517
1686062982.519671,77.99431009957326,97.8102189781022,1.0670177996321029
1686062945.5859354,85.85448642266824,100.0,1.4708022903612854
1686063175.9295309,84.09636800349371,100.0,0.9948957864668689
1686063119.583928,80.00709219858156,97.8102189781022,6.376226822613407
1686062956.4519362,80.82501275417243,100.0,1.5305424438368893
1686063107.3672652,85.03768287276489,100.0,4.988556922808474
1686062888.8885517,74.97072218607677,97.97297297297297,4.400654389913762
1686063294.7392843,66.40167896209616,97.91666666666666,1.5135190696834635
1686062888.2055552,80.01583426799499,100.0,3.3236814594459045
1686063069.2719667,46.076897548949894,71.53284671532847,14.410971685021115
1686062998.4186168,20.343466953636447,32.83582089552239,89.27965411292303
1686063086.610489,66.70518746789934,91.54929577464789,1.7415016267371037
1686063000.8853815,78.71203599550056,94.92753623188406,8.490839350048175
1686063136.0752132,21.426051902242378,36.22047244094488,15.955881311562797
1686063336.5147338,88.70106761565836,100.0,1.4354284395661425
1686063298.549584,87.84313725490196,100.0,0.8289807603395337
1686063360.462208,83.96640154612354,100.0,0.28537579338397306
1686063127.0569565,51.93922006163001,74.26470588235294,12.15453360096346
1686062940.6198697,86.10846114331842,100.0,11.003130696770285
1686062806.8464077,41.150804472320694,100.0,25.562592173373826
1686063174.369336,84.66842723004694,100.0,4.140575568219293
1686062998.9256155,54.19226299186452,78.19548872180451,4.899092453787775
1686063152.0994968,77.22518676627534,94.24460431654677,40.0302592718897
1686063089.887166,75.15786452353616,100.0,2.2641336769237945
1686062887.9655538,11.229188806234502,10.294117647058822,103.43313661230178
1686063175.9295309,84.09636800349371,100.0,0.9948957864668689
1686063176.0405304,84.91300198223331,100.0,4.319275027628009
1686063086.8485055,54.498933901918974,92.5,1.5208160481398092
1686063175.285951,82.0572764465225,100.0,3.9737510188502494
1686062957.8462272,79.13391557496361,100.0,3.7476449747660485
1686063333.0364795,70.20447906523856,86.0,10.337320783320232
1686063071.6079526,85.17718880285885,100.0,1.6195626592840882
1686063087.3064897,71.845058855735,97.12230215827337,0.37285230411258535
1686062938.4733562,63.56331877729258,86.20689655172413,12.183153187651536
1686063334.506481,67.62310726555542,84.56375838926175,12.471232062262049
1686062939.39187,76.96832888706477,93.57142857142857,10.61312501574375
1686063335.0591462,81.47138964577657,100.0,1.7382078841862914
1686062940.17787,85.29216222205807,100.0,6.5951070210188485
1686063193.8338146,23.6649315596684,41.6,57.51333783358902
1686062952.5289364,33.69119932193813,54.48275862068965,28.90499082708301
1686063360.6352084,84.6513353115727,100.0,0.5283899373597519
1686063330.3862028,83.90261627906976,100.0,10.50792212351021
1686063258.1341994,68.54370171742322,87.58620689655172,11.883744305368891
1686063119.2179136,77.12073683507977,97.88732394366197,6.849876653360051
1686063069.1008484,68.58742365980547,93.57142857142857,7.900647313012768
1686063277.7038195,78.50627137970353,95.68345323741008,2.2895078403895996
1686063341.73216,63.895865237366,82.43243243243244,14.297228551637465
1686063081.9947178,67.71142433234422,86.20689655172413,5.715571660050457
1686062837.6769414,59.33953699500682,78.87323943661971,16.199699856876002
1686062939.2798703,70.35794183445189,89.43661971830986,10.915008345780606
1686063328.7786167,79.8475867908552,97.85714285714285,1.1644909183765615
1686063135.2691464,48.453117563065206,70.4225352112676,22.946497308863627
1686062984.559878,59.86943400874546,84.13793103448276,15.547514939088265
1686063341.4151583,45.93641464066257,69.6551724137931,17.587661089739033
1686062943.0468712,35.04693566619157,58.9041095890411,46.69287771924648
1686063259.1932971,62.691315047116014,84.13793103448276,3.757500702390269
1686063153.422104,83.32843928938482,99.29078014184397,6.44650970327684
1686063260.814627,75.87251325118744,93.5251798561151,9.840182111077073
1686063182.9500375,13.662198846284356,7.142857142857142,13.476648590848695
1686063332.880485,64.02686264571719,78.66666666666666,10.462611705824552
1686062890.800552,74.15477084898573,83.5820895522388,4.273965663101319
1686062999.4926164,50.882104373547435,76.2589928057554,18.68828405295928
1686063334.9481485,77.08148653256052,98.56115107913669,2.2895078403895996
1686063179.7914588,81.45368939895535,100.0,8.668269427149315
1686063115.9102676,76.02419180646555,100.0,15.370621049894034
1686063340.9401586,58.51089156052851,76.0,8.876123581691335
1686062952.8619356,77.07760044028619,93.43065693430657,9.239394258887755
1686063261.7106571,81.91339226026888,100.0,4.228182705161648
1686062844.8634367,81.12473386682328,100.0,1.6844561414925308
1686063193.8338146,23.6649315596684,41.6,57.51333783358902
1686063114.6449516,77.6659678546471,97.8102189781022,0.33778040688584615
1686063279.289613,79.95650598042769,100.0,3.861649597779777
1686063115.3695498,80.08975637555207,99.27007299270073,6.4761758071272055
1686063277.3208218,79.6070215993643,100.0,5.826041951102717
1686063068.673849,66.3224647847803,90.0709219858156,6.008830669749004
1686063112.33033,78.23967889908256,100.0,5.316380426557189
