Time_Index,IOU,Cover_Rate,Delta_Yaw
1685429554.5827096,38.077820186598814,60.78431372549019,1.8001453262302605
1685429567.8787956,52.28668640360568,100.0,2.886311118400465
1685429547.4609873,42.5121016538927,57.324840764331206,2.178788605837904
1685429691.833455,18.975386376645677,35.82089552238806,70.91131386639461
1685429211.5687869,10.995144829408462,14.965986394557824,13.202303777373329
1685429449.07133,84.95864321957323,100.0,3.834049319336528
1685429246.0934818,62.47593158908143,100.0,4.649351859105847
1685429117.1484375,5.11968085106383,0.0,1.6758174423976089
1685429211.7887862,71.55837295298468,86.53846153846155,19.523561818910622
1685429543.4363687,0.25734873613176257,0.0,73.29819540406722
1685429550.0763338,29.18095622352229,43.506493506493506,11.1034405796002
1685429691.7094562,16.2894052954691,25.333333333333336,97.09649532624903
1685429519.9081686,79.9214497347206,100.0,5.005713476284351
1685429577.0835543,18.179006891676973,51.2,27.88001015683894
1685429539.652217,56.96509009009009,67.3076923076923,42.122313454702656
1685429569.266146,75.84269662921348,98.73417721518987,1.703382304970511
1685429501.166867,71.18946526367608,85.35031847133759,11.536634106450169
1685429152.7124286,83.77951720055252,100.0,7.879388831632091
1685429245.8558156,67.95096322241682,93.66197183098592,14.05950280852876
1685429220.70283,71.9960944651248,100.0,7.303399740086751
1685429577.0215538,36.91055431767541,70.99236641221374,29.865278309590845
1685429578.1412368,28.98821898821899,100.0,5.72401174541334
1685429691.7714534,18.525230558575974,35.11450381679389,74.57657237474497
1685429151.9524267,3.910784283934486,0.0,87.60075215322335
1685429211.362784,4.364068602479199,0.0,73.66305663852833
1685429568.429498,79.40719301066623,91.19496855345912,9.938606941138957
1685429438.6223063,69.67178045351751,100.0,1.5510186441329925
1685429617.4831345,75.44445641633445,98.01324503311258,7.5504459130395345
1685429692.1950731,9.821065473769826,34.48275862068966,55.91122901583152
1685429617.2910504,58.49274147057282,100.0,2.042831818510199
1685429547.4609873,42.5121016538927,57.324840764331206,2.178788605837904
1685429617.594645,51.018748804285444,65.78947368421053,9.235137142438004
1685429246.8529925,39.383692131834636,53.246753246753244,22.45417467144663
1685429211.4248016,9.608993157380255,17.91044776119403,27.8939185871141
1685429323.6546438,55.857866795366796,100.0,8.950512481060937
1685429693.013074,86.55868742111906,99.36305732484077,2.9899604115568796
1685429568.7775,67.68464243845253,92.45283018867924,4.316027519865621
1685429447.4963276,4.37796652510617,52.63157894736842,38.703181281015596
1685429550.012736,23.96421845574388,34.61538461538461,6.3322699631496295
1685429554.6467078,45.4894540597696,68.42105263157895,1.4232048466331209
1685429519.4061682,88.83891502906172,98.11320754716981,5.762745899666289
1685429692.9510748,25.816717542378388,93.26923076923077,7.696051722016573
1685429152.9654267,29.460847240051347,100.0,10.26411400134103
1685429110.0970235,27.240939375324857,36.30573248407643,1.8789827474486882
1685429519.2201684,90.31753276390428,98.07692307692307,4.425722830110597
